2022-04-30 10:25:20,511: 'd'
2022-04-30 10:25:20,535: 'o'
2022-04-30 10:25:20,599: Key.space
2022-04-30 10:25:20,731: 'e'
2022-04-30 10:25:20,805: 'l'
2022-04-30 10:25:20,866: Key.space
2022-04-30 10:25:21,518: 'm'
2022-04-30 10:25:21,665: 'u'
2022-04-30 10:25:21,746: 'n'
2022-04-30 10:25:21,848: 'd'
2022-04-30 10:25:21,987: 'o'
2022-04-30 10:25:21,993: Key.space
2022-04-30 10:25:22,038: 'd'
2022-04-30 10:25:22,118: 'e'
2022-04-30 10:25:22,196: Key.space
2022-04-30 10:25:22,310: 'p'
2022-04-30 10:25:22,450: 'i'
2022-04-30 10:25:22,593: 'e'
2022-04-30 10:25:22,685: ','
2022-04-30 10:25:22,746: Key.space
2022-04-30 10:25:22,884: 'l'
2022-04-30 10:25:22,977: 'a'
2022-04-30 10:25:23,064: Key.space
2022-04-30 10:25:23,240: 'l'
2022-04-30 10:25:23,403: 'l'
2022-04-30 10:25:23,507: 'a'
2022-04-30 10:25:23,580: 'm'
2022-04-30 10:25:23,678: 'a'
2022-04-30 10:25:23,838: 'r'
2022-04-30 10:25:23,931: 'o'
2022-04-30 10:25:24,103: 'n'
2022-04-30 10:25:24,175: Key.space
2022-04-30 10:25:24,322: 'a'
2022-04-30 10:25:24,379: Key.space
2022-04-30 10:25:24,559: 'e'
2022-04-30 10:25:25,063: Key.backspace
2022-04-30 10:25:25,899: 'e'
2022-04-30 10:25:25,986: 'l'
2022-04-30 10:25:26,130: 'l'
2022-04-30 10:25:26,170: 'a'
2022-04-30 10:25:26,326: Key.space
2022-04-30 10:25:26,433: 'f'
2022-04-30 10:25:26,539: 'u'
2022-04-30 10:25:26,631: 'e'
2022-04-30 10:25:26,818: Key.shift_r
2022-04-30 10:25:26,894: '_'
2022-04-30 10:25:27,398: Key.backspace
2022-04-30 10:25:27,779: Key.shift_r
2022-04-30 10:25:28,036: ':'
2022-04-30 10:25:28,717: Key.shift_r
2022-04-30 10:25:28,753: '_'
2022-04-30 10:25:29,298: Key.backspace
2022-04-30 10:25:29,444: Key.backspace
2022-04-30 10:25:29,636: Key.shift_r
2022-04-30 10:25:29,693: '{'
2022-04-30 10:25:30,378: Key.ctrl_l
2022-04-30 10:25:30,429: Key.left
2022-04-30 10:25:30,729: Key.left
2022-04-30 10:25:30,933: Key.left
2022-04-30 10:25:31,077: Key.left
2022-04-30 10:25:31,405: Key.left
2022-04-30 10:25:31,571: Key.left
2022-04-30 10:25:31,989: Key.left
2022-04-30 10:25:32,176: Key.left
2022-04-30 10:25:32,444: Key.space
2022-04-30 10:25:32,584: 'a'
2022-04-30 10:25:33,273: 'p'
2022-04-30 10:25:33,360: 'l'
2022-04-30 10:25:33,537: 'a'
2022-04-30 10:25:33,732: 'u'
2022-04-30 10:25:33,854: 'd'
2022-04-30 10:25:33,927: 'i'
2022-04-30 10:25:34,028: 'e'
2022-04-30 10:25:34,098: 'n'
2022-04-30 10:25:34,188: 'd'
2022-04-30 10:25:34,294: 'o'
2022-04-30 10:25:35,592: Key.enter
2022-04-30 10:25:57,258: Key.caps_lock
2022-04-30 10:25:57,423: 's'
2022-04-30 10:25:57,485: Key.caps_lock
2022-04-30 10:25:57,734: Key.space
2022-04-30 10:25:58,027: Key.backspace
2022-04-30 10:25:58,125: 'e'
2022-04-30 10:25:58,194: Key.space
2022-04-30 10:25:58,321: 'd'
2022-04-30 10:25:58,412: 'i'
2022-04-30 10:25:58,478: 'e'
2022-04-30 10:25:58,594: 'o'
2022-04-30 10:25:58,594: 'r'
2022-04-30 10:25:58,972: 'n'
2022-04-30 10:25:59,068: Key.space
2022-04-30 10:25:59,293: 'c'
2022-04-30 10:25:59,361: 'u'
2022-04-30 10:25:59,443: 'e'
2022-04-30 10:25:59,530: 'n'
2022-04-30 10:25:59,741: Key.backspace
2022-04-30 10:26:00,262: Key.backspace
2022-04-30 10:26:00,299: Key.backspace
2022-04-30 10:26:00,318: Key.backspace
2022-04-30 10:26:00,360: Key.backspace
2022-04-30 10:26:00,390: Key.backspace
2022-04-30 10:26:00,422: Key.backspace
2022-04-30 10:26:00,453: Key.backspace
2022-04-30 10:26:00,975: 'r'
2022-04-30 10:26:01,067: 'o'
2022-04-30 10:26:01,240: 'n'
2022-04-30 10:26:01,299: Key.space
2022-04-30 10:26:01,546: 'u'
2022-04-30 10:26:01,629: 'e'
2022-04-30 10:26:01,867: Key.backspace
2022-04-30 10:26:01,998: Key.backspace
2022-04-30 10:26:02,096: 'c'
2022-04-30 10:26:02,234: 'u'
2022-04-30 10:26:02,319: 'e'
2022-04-30 10:26:02,425: 'n'
2022-04-30 10:26:02,482: 't'
2022-04-30 10:26:02,608: 'a'
2022-04-30 10:26:02,675: Key.space
2022-04-30 10:26:02,777: 'q'
2022-04-30 10:26:02,866: 'u'
2022-04-30 10:26:02,960: 'e'
2022-04-30 10:26:03,015: Key.space
2022-04-30 10:26:03,177: 't'
2022-04-30 10:26:03,608: 'u'
2022-04-30 10:26:03,729: Key.space
2022-04-30 10:26:04,371: 'a'
2022-04-30 10:26:04,456: 'n'
2022-04-30 10:26:04,723: 'd'
2022-04-30 10:26:04,858: 'a'
2022-04-30 10:26:04,900: 'b'
2022-04-30 10:26:04,991: 'a'
2022-04-30 10:26:05,111: Key.space
2022-04-30 10:26:05,245: 'r'
2022-04-30 10:26:05,323: 'a'
2022-04-30 10:26:05,423: 'r'
2022-04-30 10:26:05,547: 'o'
2022-04-30 10:26:07,830: Key.ctrl_l
2022-04-30 10:26:08,019: '\x18'
2022-04-30 10:41:40,667: Key.left
2022-04-30 10:41:40,954: Key.left
2022-04-30 10:41:41,160: Key.left
2022-04-30 10:41:41,365: Key.left
2022-04-30 10:41:43,721: Key.right
2022-04-30 10:41:46,280: Key.right
2022-04-30 10:41:47,565: Key.right
2022-04-30 10:41:48,617: Key.right
2022-04-30 10:41:51,468: Key.left
2022-04-30 10:41:52,169: Key.right
2022-04-30 10:41:55,734: Key.esc
2022-04-30 10:42:10,131: Key.up
2022-04-30 10:42:10,695: Key.up
2022-04-30 10:42:11,068: Key.up
2022-04-30 10:42:11,290: Key.up
2022-04-30 10:42:11,502: Key.up
2022-04-30 10:45:50,840: Key.alt_l
2022-04-30 10:45:50,970: Key.tab
2022-04-30 10:45:52,042: Key.esc
2022-04-30 10:45:56,383: Key.right
2022-04-30 10:45:57,904: Key.right
2022-04-30 10:45:58,507: Key.right
2022-04-30 10:45:59,752: Key.esc
2022-04-30 11:00:26,382: Key.esc
2022-04-30 11:00:30,276: 'j'
2022-04-30 11:00:31,451: Key.backspace
2022-04-30 11:00:31,700: Key.backspace
2022-04-30 11:00:31,897: Key.backspace
2022-04-30 11:00:32,087: Key.backspace
2022-04-30 11:00:43,001: 'g'
2022-04-30 11:00:51,135: Key.ctrl_l
2022-04-30 11:00:51,250: '\x03'
2022-04-30 11:00:52,157: Key.ctrl_l
2022-04-30 11:00:52,265: '\x16'
2022-04-30 11:01:00,490: Key.caps_lock
2022-04-30 11:01:00,615: 'k'
2022-04-30 11:01:00,709: Key.caps_lock
2022-04-30 11:01:00,912: 'e'
2022-04-30 11:01:01,169: 'y'
2022-04-30 11:01:01,295: 'l'
2022-04-30 11:01:01,444: 'o'
2022-04-30 11:01:01,564: 'g'
2022-04-30 11:01:01,655: 'g'
2022-04-30 11:01:01,817: 'e'
2022-04-30 11:01:01,973: 'r'
2022-04-30 11:01:24,615: Key.ctrl_l
2022-04-30 11:01:24,915: '\x1a'
2022-04-30 11:01:30,577: Key.esc
2022-04-30 11:01:30,803: Key.esc
2022-04-30 11:05:19,436: Key.ctrl_l
